ParticipantID,Age,Gender,Ratings,Angle,Physical Distance,Perceived Distance
8,32,m,4,225,3.77,4.1011
8,32,m,4,270,5.5,0.454
8,32,m,4,180,3.44,3.0006
8,32,m,4,180,1.43,0.5757
8,32,m,4,135,3.44,2.3612
8,32,m,4,270,5.27,3.2713
8,32,m,4,0,3.44,3.7709
8,32,m,4,270,3.77,2.8853
8,32,m,4,0,3.77,4.4534
8,32,m,4,90,5.27,4.3528
8,32,m,4,135,1.43,0.8956
8,32,m,4,135,5.5,3.7324
8,32,m,4,90,3.77,3.0513
8,32,m,4,180,5.27,3.9719
8,32,m,4,0,1.43,0.1578
8,32,m,4,0,5.27,3.7131
8,32,m,4,180,5.5,4.0219
8,32,m,4,315,5.5,3.8915
8,32,m,4,45,5.5,0.945
8,32,m,4,270,1.43,0.5524
8,32,m,4,225,5.27,3.9925
8,32,m,4,90,6.0,4.4329
8,32,m,4,135,6.0,4.7317
8,32,m,4,45,3.44,0.0224
10,25,m,3,225,6.0,2.1812
10,25,m,3,225,3.44,1.8902
10,25,m,3,135,1.43,2.9535
10,25,m,3,90,5.5,4.1755
10,25,m,3,315,5.27,4.5356
10,25,m,3,45,3.77,2.8454
10,25,m,3,225,1.43,2.0027
10,25,m,3,135,3.44,4.5062
10,25,m,3,135,6.0,3.513
10,25,m,3,180,5.5,5.1255
10,25,m,3,45,6.0,4.04
10,25,m,3,315,3.44,3.794
10,25,m,3,0,1.43,2.1646
10,25,m,3,225,5.27,4.0141
10,25,m,3,135,3.77,4.053
10,25,m,3,315,3.77,5.058
10,25,m,3,0,3.77,2.3215
10,25,m,3,45,3.44,5.3577
10,25,m,3,45,5.27,3.443
10,25,m,3,45,5.5,2.2033
10,25,m,3,90,3.77,4.1246
10,25,m,3,0,3.44,5.1045
10,25,m,3,180,3.77,2.7411
10,25,m,3,180,3.44,4.1432
10,25,m,3,270,3.77,4.0529
10,25,m,3,45,1.43,2.3263
10,25,m,3,90,3.44,2.2728
10,25,m,3,270,5.5,4.3025
10,25,m,3,315,5.5,2.7633
10,25,m,3,180,6.0,1.9752
10,25,m,3,0,5.5,4.48
10,25,m,3,0,5.27,3.8435
10,25,m,3,270,1.43,1.545
10,25,m,3,0,6.0,4.3695
10,25,m,3,180,1.43,2.6116
10,25,m,3,90,6.0,2.511
10,25,m,3,225,5.5,4.8253
10,25,m,3,135,5.27,1.6128
10,25,m,3,135,5.5,3.8519
10,25,m,3,180,5.27,2.3658
10,25,m,3,225,3.77,4.1542
10,25,m,3,270,5.27,4.3079
10,25,m,3,90,1.43,1.2953
10,25,m,3,315,6.0,5.0957
10,25,m,3,315,1.43,1.5806
10,25,m,3,270,6.0,2.4628
10,25,m,3,270,3.44,3.8748
10,25,m,3,90,5.27,3.4234
11,21,f,1,315,5.5,2.2681
11,21,f,1,270,3.44,3.1142
11,21,f,1,0,5.27,1.9114
11,21,f,1,135,5.27,4.8582
11,21,f,1,225,6.0,2.4036
11,21,f,1,315,3.44,1.9638
11,21,f,1,135,3.44,4.557
11,21,f,1,90,3.77,4.8366
11,21,f,1,180,5.27,4.978
11,21,f,1,45,1.43,1.4223
11,21,f,1,90,6.0,5.2376
11,21,f,1,90,5.27,4.3978
11,21,f,1,315,5.27,2.3977
11,21,f,1,90,3.44,4.7085
11,21,f,1,180,3.44,4.6169
11,21,f,1,270,1.43,1.8852
11,21,f,1,45,3.44,2.8131
11,21,f,1,45,6.0,3.8253
11,21,f,1,0,1.43,0.4111
11,21,f,1,315,1.43,4.6786
11,21,f,1,315,6.0,4.4683
11,21,f,1,270,5.27,5.328
11,21,f,1,45,5.27,4.7079
11,21,f,1,180,3.77,3.1065
11,21,f,1,135,6.0,4.6773
11,21,f,1,270,6.0,5.0996
11,21,f,1,45,5.5,4.638
11,21,f,1,180,5.5,5.3464
11,21,f,1,270,3.77,3.6156
11,21,f,1,180,6.0,3.3755
11,21,f,1,225,3.44,2.3768
11,21,f,1,135,3.77,4.0173
11,21,f,1,90,1.43,2.0356
11,21,f,1,225,5.27,3.1352
11,21,f,1,45,3.77,4.8171
11,21,f,1,225,3.77,5.1383
11,21,f,1,0,6.0,4.4172
11,21,f,1,315,3.77,4.0561
11,21,f,1,0,3.77,2.585
11,21,f,1,270,5.5,3.2363
11,21,f,1,225,5.5,4.9998
11,21,f,1,135,5.5,5.3969
11,21,f,1,180,1.43,1.6239
11,21,f,1,135,1.43,1.0937
11,21,f,1,0,3.44,5.2681
11,21,f,1,0,5.5,4.7673
11,21,f,1,225,1.43,1.926
11,21,f,1,90,5.5,5.337
12,28,m,3,225,3.77,4.8334
12,28,m,3,315,3.77,5.7789
12,28,m,3,135,6.0,5.5892
12,28,m,3,180,3.77,4.3251
12,28,m,3,180,5.5,5.7564
12,28,m,3,135,3.44,4.0198
12,28,m,3,270,1.43,1.9001
12,28,m,3,225,6.0,4.7515
12,28,m,3,180,1.43,1.6715
12,28,m,3,270,6.0,5.1376
12,28,m,3,90,3.77,5.5481
12,28,m,3,270,3.77,3.9186
12,28,m,3,0,3.77,5.226
12,28,m,3,90,1.43,1.9617
12,28,m,3,315,6.0,5.9534
12,28,m,3,135,3.77,4.875
12,28,m,3,45,1.43,1.1635
12,28,m,3,135,5.27,5.6197
12,28,m,3,180,6.0,5.3621
12,28,m,3,225,1.43,1.901
12,28,m,3,90,5.27,5.7101
12,28,m,3,225,5.5,5.1765
12,28,m,3,90,3.44,4.074
12,28,m,3,180,3.44,4.6862
12,28,m,3,45,5.5,5.6475
12,28,m,3,90,6.0,5.4394
12,28,m,3,315,3.44,3.5568
12,28,m,3,0,6.0,4.0284
12,28,m,3,135,5.5,5.6139
12,28,m,3,315,5.5,5.5166
12,28,m,3,270,5.5,5.8945
12,28,m,3,225,3.44,3.9108
12,28,m,3,0,5.5,5.9857
12,28,m,3,45,3.77,4.0278
12,28,m,3,315,5.27,5.7754
12,28,m,3,270,3.44,3.7835
12,28,m,3,270,5.27,5.4971
12,28,m,3,45,5.27,4.9369
12,28,m,3,225,5.27,4.876
12,28,m,3,180,5.27,5.3368
12,28,m,3,45,3.44,3.5289
12,28,m,3,135,1.43,1.9514
12,28,m,3,315,1.43,1.908
12,28,m,3,45,6.0,5.1071
12,28,m,3,90,5.5,5.8454
12,28,m,3,0,5.27,4.9936
12,28,m,3,0,3.44,0.9414
12,28,m,3,0,1.43,1.3924
13,28,m,4,0,5.27,4.6439
13,28,m,4,270,5.5,2.9644
13,28,m,4,270,3.77,2.8015
13,28,m,4,135,5.27,4.6363
13,28,m,4,225,1.43,1.0584
13,28,m,4,45,1.43,1.4019
13,28,m,4,180,6.0,4.7334
13,28,m,4,315,1.43,0.6056
13,28,m,4,270,1.43,1.462
13,28,m,4,315,6.0,5.1614
13,28,m,4,315,3.77,3.3423
13,28,m,4,225,3.77,4.5541
13,28,m,4,90,1.43,1.2618
13,28,m,4,315,3.44,4.0724
13,28,m,4,180,3.77,5.0935
13,28,m,4,90,5.27,5.3846
13,28,m,4,90,3.77,4.9636
13,28,m,4,225,5.27,3.2121
13,28,m,4,135,3.77,4.4137
13,28,m,4,225,6.0,4.0029
13,28,m,4,45,5.27,4.335
13,28,m,4,270,3.44,3.3222
13,28,m,4,0,1.43,0.6739
13,28,m,4,0,5.5,4.4557
13,28,m,4,270,6.0,2.7807
13,28,m,4,315,5.27,3.694
13,28,m,4,0,3.77,3.5464
13,28,m,4,45,3.77,4.3749
13,28,m,4,90,5.5,4.3443
13,28,m,4,180,3.44,5.3252
13,28,m,4,90,6.0,3.8931
13,28,m,4,45,5.5,2.7215
13,28,m,4,45,6.0,4.6641
13,28,m,4,0,6.0,4.4356
13,28,m,4,180,5.27,4.0721
13,28,m,4,135,3.44,2.1037
13,28,m,4,0,3.44,4.1316
13,28,m,4,45,3.44,1.633
13,28,m,4,270,5.27,0.9701
13,28,m,4,225,3.44,2.6807
13,28,m,4,315,5.5,5.0143
13,28,m,4,225,5.5,4.0528
13,28,m,4,135,5.5,4.024
13,28,m,4,180,1.43,0.9428
13,28,m,4,180,5.5,5.2245
13,28,m,4,90,3.44,2.876
13,28,m,4,135,6.0,4.412
13,28,m,4,135,1.43,0.5531
14,23,f,3,135,3.77,3.7838
14,23,f,3,135,5.5,3.9386
14,23,f,3,0,1.43,2.2804
14,23,f,3,225,5.5,5.0229
14,23,f,3,315,5.5,4.5254
14,23,f,3,270,3.44,4.8833
14,23,f,3,45,1.43,2.2638
14,23,f,3,180,5.27,5.2351
14,23,f,3,45,3.77,4.9226
14,23,f,3,225,5.27,4.0336
14,23,f,3,45,6.0,5.1814
14,23,f,3,45,5.5,5.1406
14,23,f,3,225,6.0,4.0705
14,23,f,3,180,3.77,4.2017
14,23,f,3,0,5.5,4.8741
14,23,f,3,0,5.27,4.9208
14,23,f,3,180,6.0,3.6314
14,23,f,3,45,5.27,4.0128
14,23,f,3,225,3.44,5.1106
14,23,f,3,135,5.27,5.0908
14,23,f,3,315,1.43,1.6705
14,23,f,3,90,3.77,4.2147
14,23,f,3,315,5.27,4.3333
14,23,f,3,135,3.44,3.9836
14,23,f,3,315,6.0,4.1863
14,23,f,3,45,3.44,4.902
14,23,f,3,180,5.5,4.9817
14,23,f,3,135,6.0,4.7615
14,23,f,3,270,6.0,5.1014
14,23,f,3,270,1.43,4.097
14,23,f,3,270,5.27,5.0961
14,23,f,3,180,1.43,3.8442
14,23,f,3,180,3.44,3.2429
14,23,f,3,90,1.43,3.1927
14,23,f,3,270,3.77,5.5326
14,23,f,3,135,1.43,3.0811
14,23,f,3,315,3.77,4.2035
14,23,f,3,225,3.77,3.2035
14,23,f,3,0,3.77,5.246
14,23,f,3,225,1.43,2.4014
14,23,f,3,315,3.44,4.0025
14,23,f,3,90,6.0,4.9913
14,23,f,3,0,3.44,4.2223
14,23,f,3,270,5.5,4.1444
14,23,f,3,0,6.0,4.4316
14,23,f,3,90,5.27,4.3073
14,23,f,3,90,5.5,4.2452
14,23,f,3,90,3.44,2.902
15,39,m,4,45,6.0,5.0245
15,39,m,4,315,1.43,0.6064
